Gemeinde;Wahlberechtigte;ohne Wahlschein;mit Wahlschein;§18 Abs.2 LWO;Wähler(innen);mit Wahlschein;Ungültige Stimmen;Gültige Stimmen;GRÜNE;CDU;AfD;SPD;FDP;DIE LINKE;ÖDP;PIRATEN;Die PARTEI;FREIE WÄHLER;MENSCHLICHE WELT;Bündnis C;DKP;dieBasis;DiB;Eine für Alle - Partei;KlimalisteBW;Die Humanisten;Gesundheitsforschung;W2020;Volt;Einzelbewerber
08426028 Burgrieden;2998;2097;901;0;1933;853;9;1924;555;592;233;110;175;35;46;14;33;57;;;;37;;;13;;;15;9;
08426031 Dettingen an der Iller;1902;1429;473;0;1147;458;9;1138;347;303;122;78;109;12;60;;;54;12;;;22;;;9;;;7;3;
08426035 Dürmentingen;1948;1175;773;0;1337;746;13;1324;336;543;118;60;125;22;15;6;10;46;;;;16;;;8;;;12;7;
08426036 Dürnau;363;227;136;0;259;132;1;258;67;96;28;12;21;3;0;1;3;14;;;;3;;;6;;;1;3;
08426038 Eberhardzell;3429;2178;1251;0;2372;1173;11;2361;566;1049;188;121;168;37;50;14;24;81;;;;35;;;5;;;13;10;
08426043 Erlenmoos;1347;817;530;0;953;515;7;946;302;323;108;49;54;11;17;7;17;30;;;;12;;;8;;;5;3;
08426044 Erolzheim;2372;1584;788;0;1501;752;14;1487;411;491;218;78;110;22;53;;;51;6;;;26;;;1;;;13;7;
08426045 Ertingen;4039;2164;1875;0;2522;1787;24;2498;603;885;310;113;252;48;48;13;32;108;;;;33;;;10;;;25;18;
08426058 Hochdorf;1738;1208;530;0;1289;507;8;1281;340;523;128;76;75;17;30;5;17;30;;;;6;;;17;;;7;10;
08426062 Ingoldingen;2269;1456;813;0;1604;778;12;1592;382;719;124;55;116;32;28;5;34;58;;;;20;;;9;;;7;3;
08426064 Kanzach;388;231;157;0;289;150;3;286;64;106;29;12;26;8;14;2;4;13;;;;2;;;3;;;3;0;
08426065 Kirchberg an der Iller;1477;1040;437;0;940;420;16;924;240;291;119;74;83;12;21;;;59;6;;;5;;;5;;;5;4;
08426066 Kirchdorf an der Iller;2753;2118;635;0;1549;615;11;1538;391;448;248;91;130;30;30;;;93;10;;;21;;;4;;;37;5;
08426067 Langenenslingen;2676;1867;809;0;1831;768;31;1800;410;695;199;81;189;33;19;13;27;61;;;;34;;;5;;;22;12;
08426070 Laupheim, Stadt;15441;9991;5450;0;9679;5153;73;9606;2919;3034;972;682;835;208;131;65;136;324;;;;155;;;41;;;71;33;
08426071 Maselheim;3512;2133;1379;0;2250;1309;10;2240;602;798;214;126;167;48;78;13;45;76;;;;30;;;13;;;24;6;
08426073 Mietingen;3384;2097;1287;0;2422;1219;14;2408;627;921;274;105;205;28;77;14;30;68;;;;29;;;12;;;10;8;
08426074 Mittelbiberach;3231;1961;1270;0;2305;1208;13;2292;771;705;188;175;195;54;25;14;39;68;;;;31;;;11;;;8;8;
08426078 Moosburg;187;110;77;0;164;72;0;164;60;64;9;8;9;2;2;0;0;2;;;;5;;;0;;;1;2;
08426087 Ochsenhausen, Stadt;6333;4067;2266;0;4096;2162;30;4066;1262;1339;391;207;298;88;173;22;93;102;;;;41;;;18;;;22;10;
08426090 Oggelshausen;766;328;438;0;561;426;12;549;115;238;69;21;31;4;12;6;8;26;;;;12;;;2;;;5;0;
08426097 Riedlingen, Stadt;7595;5402;2193;0;4592;2091;49;4543;1368;1372;627;241;352;139;74;16;53;150;;;;50;;;28;;;39;34;
08426100 Rot an der Rot;3412;2240;1172;0;2294;1129;13;2281;525;806;266;112;224;31;99;;;108;17;;;25;;;18;;;42;8;
08426108 Schwendi;4882;3272;1610;0;3132;1505;36;3096;808;1096;350;150;225;54;171;12;34;93;;;;53;;;17;;;26;7;
08426109 Seekirch;240;144;96;0;183;95;3;180;28;85;14;9;14;5;7;2;6;7;;;;2;;;0;;;0;1;
08426113 Steinhausen an der Rottum;1597;1140;457;0;1146;437;4;1142;283;408;175;40;86;18;41;7;15;45;;;;17;;;3;;;3;1;
08426117 Tannheim;1866;1145;721;0;1063;682;5;1058;302;308;149;58;79;27;51;;;55;4;;;9;;;8;;;7;1;
08426118 Tiefenbach;410;255;155;0;285;150;2;283;79;102;25;21;25;1;3;2;3;13;;;;4;;;1;;;2;2;
08426120 Ummendorf;3318;1719;1599;0;2464;1546;11;2453;654;1082;195;132;134;52;31;11;43;58;;;;25;;;11;;;16;9;
08426121 Unlingen;1836;1023;813;0;1316;777;11;1305;307;539;131;52;116;15;39;9;21;43;;;;7;;;4;;;5;17;
08426124 Uttenweiler;2760;1434;1326;0;2012;1283;18;1994;377;821;231;81;162;31;39;13;23;68;;;;32;;;7;;;19;90;
08426125 Wain;1159;800;359;0;773;348;5;768;177;277;87;30;78;12;36;4;15;27;;;;15;;;5;;;4;1;
08426128 Warthausen;3999;2351;1648;0;2701;1585;11;2690;875;746;211;187;228;68;130;25;63;86;;;;29;;;22;;;12;8;
08426134 Schemmerhofen;6437;4197;2240;0;4230;2134;25;4205;1109;1546;398;240;372;82;83;24;76;163;;;;57;;;21;;;27;7;
08426135 Gutenzell-Hürbel;1464;968;496;0;1045;467;7;1038;232;340;132;41;84;16;86;9;24;41;;;;16;;;4;;;9;4;
08435005 Bermatingen;2896;1742;1154;0;2098;1103;14;2084;766;422;169;143;348;56;24;;30;59;;;;31;;;16;;;14;6;
08435010 Daisendorf;1210;695;515;0;928;493;12;916;346;191;89;73;124;29;3;;13;25;;;;11;;;8;;;3;1;
08435013 Eriskirch;3526;2110;1416;0;2391;1353;14;2377;782;582;254;203;284;48;38;;39;80;;;;32;;;11;;;18;6;
08435015 Frickingen;2334;1564;770;0;1664;736;11;1653;600;324;119;118;272;58;12;;27;25;;;;56;;;16;;;20;6;
08435016 Friedrichshafen, Stadt;41346;27559;13785;2;25541;12851;173;25368;8516;5789;2707;2533;2863;957;315;;403;559;;;;201;;;178;;;187;160;
08435018 Hagnau am Bodensee;1049;570;479;0;804;463;6;798;238;225;42;56;176;15;2;;8;16;;;;11;;;4;;;3;2;
08435020 Heiligenberg;2276;1399;877;0;1595;808;10;1585;680;278;95;93;216;54;25;;26;28;;;;36;;;29;;;18;7;
08435024 Immenstaad am Bodensee;4851;2925;1926;0;3458;1824;17;3441;1298;823;262;305;457;79;25;;37;69;;;;39;;;18;;;14;15;
08435029 Kressbronn am Bodensee;6357;4115;2242;0;4355;2124;31;4324;1456;1181;331;368;524;111;32;;48;137;;;;51;;;33;;;29;23;
08435030 Langenargen;5911;3454;2457;0;4150;2349;21;4129;1485;1021;343;331;474;111;53;;46;122;;;;57;;;30;;;43;13;
08435034 Markdorf, Stadt;9988;6049;3939;0;6874;3770;32;6842;2543;1414;554;636;1014;190;58;;84;139;;;;81;;;53;;;43;33;
08435035 Meckenbeuren;10296;6937;3359;0;6623;3179;42;6581;2068;1621;647;764;702;167;70;;92;252;23;;;59;;;53;;;47;16;
08435036 Meersburg, Stadt;4257;1258;2999;0;2856;1598;12;2844;1090;627;218;251;370;88;25;;48;50;;;;23;;;27;;;10;17;
08435042 Neukirch;2039;1281;758;0;1390;710;8;1382;343;405;129;111;177;38;22;;16;62;5;;;44;;;5;;;17;8;
08435045 Oberteuringen;3593;2289;1304;0;2455;1208;16;2439;806;618;258;160;360;39;34;;31;68;;;;22;;;12;;;24;7;
08435047 Owingen;3260;2119;1141;0;2345;1079;27;2318;860;487;213;154;318;68;21;;26;43;;;;77;;;17;;;25;9;
08435052 Salem;8485;5827;2658;0;6049;2540;41;6008;2374;1092;420;421;1146;153;48;;73;82;;;;77;;;52;;;43;27;
08435053 Sipplingen;1631;785;846;0;1240;813;13;1227;462;297;76;83;165;38;6;;21;27;;;;27;;;12;;;8;5;
08435054 Stetten;768;463;305;0;575;294;3;572;227;119;31;65;72;12;5;;5;10;;;;16;;;2;;;5;3;
08435057 Tettnang, Stadt;14441;9169;5272;0;9491;4963;68;9423;3160;2490;837;749;1036;246;98;;135;298;44;;;132;;;72;;;64;62;
08435059 Überlingen, Stadt;17108;9577;7531;0;11548;7088;67;11481;4856;2224;823;891;1407;395;99;;127;134;;;;274;;;74;;;118;59;
08435066 Uhldingen-Mühlhofen;5956;3393;2563;0;4011;2435;18;3993;1625;709;321;400;586;100;44;;47;39;;;;42;;;39;;;26;15;
08435067 Deggenhausertal;3383;2134;1249;0;2429;1193;14;2415;911;595;163;115;330;67;22;;35;78;;;;36;;;20;;;34;9;
08436001 Achberg;1294;871;423;0;929;406;9;920;334;208;57;35;58;25;12;;;129;6;;;30;;;10;;;13;3;
08436003 Aichstetten;2086;1343;743;0;1293;712;10;1283;314;491;132;75;119;24;24;;;54;7;;;15;;;14;;;10;4;
08436004 Aitrach;1994;1317;677;0;1215;637;15;1200;335;401;100;88;100;35;22;;;64;13;;;12;;;7;;;17;6;
08436005 Altshausen;2953;1868;1085;0;1751;1021;14;1737;526;487;165;127;217;38;35;;23;77;10;;;13;;;13;;;3;3;
08436006 Amtzell;3210;1779;1431;0;2278;1368;7;2271;810;631;144;151;255;64;33;;;57;18;;;35;;;28;;;29;16;
08436008 Aulendorf, Stadt;7474;5021;2453;0;4408;2369;35;4373;1410;954;598;486;420;123;48;;;136;25;;;79;;;43;;;36;15;
08436009 Bad Waldsee, Stadt;14869;9957;4912;0;9389;4613;51;9338;3237;2635;887;553;1042;227;106;;;307;54;;;113;;;72;;;59;46;
08436010 Bad Wurzach, Stadt;10522;7140;3381;1;6777;3241;34;6743;1722;2467;728;365;620;117;156;;;256;45;;;91;;;70;;;86;20;
08436011 Baienfurt;5081;3473;1608;0;3157;1543;28;3129;969;715;342;279;357;100;39;;42;168;12;;;36;;;32;;;25;13;
08436012 Baindt;3837;2632;1205;0;2450;1146;20;2430;771;570;292;167;262;58;38;;37;120;11;;;33;;;28;;;36;7;
08436013 Berg;3328;1893;1435;0;2436;1364;19;2417;716;631;193;168;389;67;34;;41;86;10;;;29;;;30;;;14;9;
08436014 Bergatreute;2452;1670;782;0;1670;734;8;1662;490;505;207;105;178;33;21;;;55;11;;;23;;;13;;;12;9;
08436018 Bodnegg;2449;1377;1072;0;1638;1028;13;1625;532;410;104;117;178;71;65;;14;76;7;;;24;;;16;;;6;5;
08436019 Boms;525;314;211;0;163;0;0;163;44;37;26;8;22;6;2;;4;6;0;;;4;;;0;;;3;1;
08436024 Ebenweiler;909;658;251;0;367;0;8;359;98;71;78;11;42;7;2;;9;21;2;;;8;;;3;;;5;2;
08436027 Eichstegen;395;227;168;0;123;0;1;122;28;33;21;7;21;3;1;;2;2;0;;;2;;;1;;;1;0;
08436032 Fleischwangen;526;341;185;0;212;0;3;209;60;50;25;19;28;6;5;;3;6;1;;;1;;;1;;;4;0;
08436039 Grünkraut;2325;1361;964;0;1739;928;16;1723;584;375;154;117;247;42;44;;28;64;11;;;35;;;13;;;4;5;
08436040 Guggenhausen;148;117;31;0;88;1;0;88;30;18;8;3;11;3;2;;0;8;0;;;3;;;1;;;0;1;
08436047 Hoßkirch;577;329;248;0;420;241;5;415;137;120;29;17;40;23;9;;8;13;3;;;2;;;7;;;7;0;
08436049 Isny im Allgäu, Stadt;10309;7138;3171;0;6252;3005;59;6193;2064;1709;495;521;513;245;100;;;264;38;;;85;;;61;;;56;42;
08436052 Kißlegg;6705;4229;2476;0;4380;2353;26;4354;1312;1595;323;273;302;116;76;;;129;34;;;92;;;47;;;37;18;
08436053 Königseggwald;543;350;193;0;191;0;1;190;62;37;23;18;30;4;5;;2;6;0;;;1;;;1;;;1;0;
08436055 Leutkirch im Allgäu, Stadt;16832;11468;5364;0;10411;5080;72;10339;2944;3801;967;553;755;332;219;;;362;48;;;125;;;73;;;98;62;
08436064 Ravensburg, Stadt;35747;22433;13314;0;23051;12548;136;22915;8185;5006;1596;1942;2655;930;364;;393;744;128;;;266;;;397;;;148;161;
08436067 Riedhausen;527;365;162;0;252;0;7;245;64;89;16;16;32;5;4;;3;9;0;;;0;;;3;;;2;2;
08436069 Schlier;2889;1716;1173;0;2089;1125;10;2079;690;500;171;186;233;71;43;;27;76;12;;;18;;;28;;;15;9;
08436077 Unterwaldhausen;216;124;92;0;95;0;0;95;31;29;4;5;10;4;1;;1;2;1;;;2;;;0;;;3;2;
08436078 Vogt;3489;1946;1543;0;2366;1467;12;2354;807;572;212;160;209;82;62;;;90;29;;;41;;;42;;;26;22;
08436079 Waldburg;2464;1420;1044;0;1802;1006;11;1791;664;408;121;108;210;57;65;;24;43;8;;;42;;;20;;;17;4;
08436081 Wangen im Allgäu, Stadt;20085;10702;9383;0;13207;8885;69;13138;4783;3453;896;909;1183;422;218;;;522;97;;;213;;;175;;;171;96;
08436082 Weingarten, Stadt;17887;11821;6066;0;10463;5685;58;10405;3478;2038;961;990;994;499;147;;231;552;63;;;120;;;163;;;89;80;
08436083 Wilhelmsdorf;3664;2388;1276;0;2408;1207;16;2392;835;537;187;195;251;90;61;;44;64;19;;;22;;;39;;;32;16;
08436085 Wolfegg;2892;1881;1011;0;2017;965;12;2005;646;563;158;149;199;60;41;;;73;20;;;29;;;30;;;27;10;
08436087 Wolpertswende;3123;2119;1004;0;2129;965;23;2106;644;537;212;140;293;51;42;;34;86;9;;;15;;;14;;;18;11;
08436093 Ebersbach-Musbach;1344;955;389;0;936;377;12;924;254;250;129;70;94;32;14;;14;43;4;;;9;;;5;;;4;2;
08436094 Argenbühl;4900;3121;1778;1;3333;1681;30;3303;1021;1188;238;169;240;80;71;;;116;25;;;71;;;31;;;26;27;
08436095 Horgenzell;3930;2041;1889;0;2832;1776;11;2821;819;805;279;167;367;60;49;;54;109;14;;;46;;;24;;;21;7;
08436096 Fronreute;3725;2435;1290;0;2702;1241;14;2688;858;692;247;167;338;73;38;;48;133;13;;;27;;;30;;;19;5;
08436991 Briefwahl für mehrere Gemeinden;;;;;1224;1224;8;1216;419;358;93;67;121;26;21;;16;39;10;;;7;;;12;;;20;7;
08437005 Beuron;520;320;200;0;351;189;2;349;160;87;26;20;32;10;1;;1;7;;;;3;;;0;;;2;;
08437008 Bingen;2149;1421;728;0;1431;701;9;1422;499;380;185;81;154;29;10;;28;27;;;;16;;;5;;;8;;
08437031 Gammertingen, Stadt;4591;3076;1515;0;2847;1438;35;2812;782;798;323;230;366;77;28;;32;56;;;;35;;;14;;;71;;
08437044 Herbertingen;3648;2312;1336;0;2359;1292;16;2343;661;788;303;127;241;45;27;;40;61;;;;18;;;12;;;20;;
08437047 Hettingen, Stadt;1407;998;409;0;1055;392;9;1046;286;441;59;64;124;17;6;;6;17;;;;5;;;3;;;18;;
08437053 Hohentengen;3150;2321;829;0;2255;800;15;2240;524;874;325;81;248;34;26;;30;55;;;;9;;;7;;;27;;
08437056 Illmensee;1613;1049;564;0;1172;528;9;1163;458;273;105;72;112;41;22;;14;25;;;;19;;;7;;;15;;
08437059 Inzigkofen;2193;1445;748;0;1545;708;14;1531;560;383;141;83;218;25;13;;25;46;;;;18;;;11;;;8;;
08437065 Krauchenwies;3686;2662;1024;0;2452;969;21;2431;670;797;250;146;338;52;17;;45;51;;;;23;;;9;;;33;;
08437072 Leibertingen;1687;1170;517;0;1333;481;17;1316;486;331;152;74;135;25;10;;13;46;;;;14;;;11;;;19;;
08437076 Mengen, Stadt;7272;5236;2036;0;4429;1919;34;4395;1274;1316;544;255;607;88;54;;71;93;;;;26;;;21;;;46;;
08437078 Meßkirch, Stadt;6018;4413;1605;0;3465;1530;39;3426;1123;848;447;225;422;67;29;;47;96;;;;36;;;25;;;61;;
08437082 Neufra;1471;1003;468;0;976;452;8;968;298;263;130;65;114;30;12;;17;17;;;;9;;;2;;;11;;
08437086 Ostrach;5253;3882;1371;0;3365;1310;43;3322;913;1022;411;182;459;71;35;;51;96;;;;32;;;22;;;28;;
08437088 Pfullendorf, Stadt;9402;7045;2357;0;5075;2221;39;5036;1717;1295;620;315;535;125;38;;58;153;;;;65;;;35;;;80;;
08437100 Bad Saulgau, Stadt;12843;9073;3770;0;7958;3545;52;7906;2542;2138;864;555;967;213;75;;140;219;;;;64;;;38;;;91;;
08437101 Scheer, Stadt;1867;1357;510;0;1209;489;22;1187;351;355;155;70;149;28;3;;22;34;;;;4;;;4;;;12;;
08437102 Schwenningen;1257;820;437;0;919;420;14;905;242;310;79;49;150;16;0;;11;20;;;;4;;;6;;;18;;
08437104 Sigmaringen, Stadt;11595;8005;3590;0;6811;3386;57;6754;2772;1511;602;463;790;216;43;;75;138;;;;52;;;43;;;49;;
08437105 Sigmaringendorf;2687;1843;844;0;1849;814;15;1834;663;460;167;127;228;50;10;;34;45;;;;16;;;8;;;26;;
08437107 Stetten am kalten Markt;3697;2162;1535;0;2529;1446;20;2509;781;693;295;179;298;64;14;;35;68;;;;24;;;9;;;49;;
08437114 Veringenstadt, Stadt;1565;1096;469;0;1051;445;12;1039;353;285;108;77;124;33;7;;12;21;;;;9;;;4;;;6;;
08437118 Wald;2023;1495;528;0;1389;510;18;1371;516;332;143;53;179;24;12;;18;37;;;;24;;;10;;;23;;
08437123 Sauldorf;1984;1350;634;0;1375;605;12;1363;426;409;152;67;165;34;12;;12;34;;;;24;;;13;;;15;;
08437124 Herdwangen-Schönach;2707;1903;804;0;1734;715;9;1725;618;388;187;105;166;59;19;;36;41;;;;55;;;17;;;34;;
